File_Path,File_Type,Bin_Category,Purpose_Rationale,Format,Priority_Score
03_Graphics/Lower_Thirds/2__the_pivot_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/3__statues_vs._mercury_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/4__the_clone_lab_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/5__the_evolution_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/7__the_crystal_ball_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/8__the_engine_room_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/9__the_digital_feast_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/anthropic_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/cursor_ai_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/deepseek_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/diagram_MM_01_scene_1_-_the_heavy_mic.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_02_scene_2_-_the_pivot.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_03_scene_3_-_statues_vs_mercury.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_04_scene_4_-_the_clone_lab.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_05_scene_5_-_the_free_tier_journey.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_06_scene_6_-_internet_kill_switch.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_07_scene_7_-_the_llm_feast.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_08_scene_8_-_bespoke_logic_n8n.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_09_scene_9_-_success_metrics_cicd.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/diagram_MM_10_scene_10_-_conclusion_call_to_action.jpeg,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.jpeg,2
03_Graphics/Lower_Thirds/family_shield_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_100_tablets_number_visual_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_240_workflows_stat_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_240_workflows_stat_20260213_201904.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_37+_commits_counter_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_breaking_chains_animation_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_cloning_yourself_metaphor_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_command_highlights_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_consistency_=_magic_shield_quote_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_family-friendly_badge_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_github_pages_preview_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_internet_kill_switch_label_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_llm_feature_cards_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_n8n_workflow_diagram_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_speed_comparison_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_speed_multiplier_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_split_screen_labels_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
"03_Graphics/Lower_Thirds/gfx_step_1,_2,_3_process_overlay_20260213_200448.png",Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_tech_company_logos_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_the_pivot_title_card_20260213_200448.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/gfx_the_pivot_title_card_20260213_201904.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/github_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/google_gemini_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_01_240_workflows_stat_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_02_pivot_title_card_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_03_static_vs_dynamic_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_04_breaking_chains_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_05_clone_steps_checklist_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_06_tool_comparison_table_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_07_cloning_flowchart_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_08_3d_printer_progress_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_09_consistency_quote_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_10_family_friendly_badge_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_11_tech_logos_layout_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_12_speed_1000x_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_13_speed_comparison_bars_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_14_llm_claude_card_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_15_llm_chatgpt_card_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_16_llm_deepseek_card_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_17_llm_gemini_card_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_18_100_tablets_stat_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_19_n8n_workflow_diagram_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_20_internet_kill_switch_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_21_37_commits_counter_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_22_cicd_pipeline_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_23_success_metrics_dashboard_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_24_call_to_action_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/ig_25_zero_capital_quote_20260213_205312.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_01_agentic_era.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_02_mcp.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_03_skills_gap.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_04_bounded_contexts.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_05_para_method.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_06_state_management.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_07_deliverpilot.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_08_bottom_up.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_09_n8n_workflows.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/lt_10_ai_transformation.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_01_heavy_mic_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_02_the_pivot_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_03_statues_vs_mercury_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_04_clone_lab_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_05_evolution_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_06_nursery_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_07_crystal_ball_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_08_engine_room_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_09_digital_feast_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_10_power_station_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_11_tool_shed_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/mp_12_balcony_20260213_204227.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/n8n_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/openai_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
03_Graphics/Lower_Thirds/vscode_logo_20260213_192335.png,Image,Graphics - Lower Thirds,"Graphic element for lower thirds, titles, or visual enhancement",.png,2
04_Text/Subtitles/tuesday_3_blue memory palace green aroll background red screen captire.srt,Subtitle,Text - Subtitles,Subtitle file with timing and text for video accessibility and engagement,.srt,2
05_PreProduction/Scripts_EDL/source_chapter_markers.txt,Document,PreProduction - Scripts/EDL,Text file for planning or reference,.txt,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/01_golden_mic_intro.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/02_pivot_decision.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/03_zombie_snails.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/04_statues_vs_mercury.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/05_breaking_chains.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/06_clone_lab.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/07_free_tier_tools.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/08_internet_kill_switch.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/09_llm_feast.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/10_claude_card.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/11_chatgpt_card.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/12_deepseek_card.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/13_gemini_card.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/14_n8n_bespoke.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/15_success_metrics.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/16_drone_city_finale.mp4,Video,PostProduction - General,Supporting file for video project,.mp4,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_broll.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_chapter_markers.txt,Document,PostProduction - General,Supporting file for video project,.txt,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_edl.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_graphics.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_music.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_shotlist.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_storyboard.md,Document,PostProduction - General,Supporting file for video project,.md,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_subtitle.srt,Subtitle,PostProduction - General,Supporting file for video project,.srt,2
06_PostProduction_Assets/Remotion_Animations/2025-14-02/input/input/source_transcript.md,Document,PostProduction - General,Supporting file for video project,.md,2
05_PreProduction/Scripts_EDL/assets_config.json,Data,PreProduction - Scripts/EDL,Configuration file defining asset paths and metadata,.json,1
05_PreProduction/Scripts_EDL/batch_generation_data.yaml,Data,PreProduction - Scripts/EDL,YAML configuration file for batch asset generation,.yaml,1
05_PreProduction/Scripts_EDL/icons.json,Data,PreProduction - Scripts/EDL,JSON data for icon/logo asset management,.json,1
06_PostProduction_Assets/Manim_Animations/output/Tex/2b7ffb3c38a5a6e0.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/2b7ffb3c38a5a6e0.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/31d3165490bf3404.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/31d3165490bf3404.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/5683d89f396abe50.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/5683d89f396abe50.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/66e1bc57a83e0f07.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/66e1bc57a83e0f07.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/6ecf9f51170c1a70.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/6ecf9f51170c1a70.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/810c550cdbbf29da.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/810c550cdbbf29da.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/8de07035cb22c903.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/8de07035cb22c903.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/b330e3953bf029d7.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/b330e3953bf029d7.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/b47c9feb1c667bc8.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/b47c9feb1c667bc8.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/Tex/d994363fa45e89a1.svg,Image,Animation - TeX Source,Rendered TeX/LaTeX SVG for mathematical notation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/Tex/d994363fa45e89a1.tex,TeX,Animation - TeX Source,LaTeX source file for mathematical notation in animations (intermediate file),.tex,1
06_PostProduction_Assets/Manim_Animations/output/texts/058097de0909e3bf.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/07a8c0cf356def8a.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/088e04fd821d64cc.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/0c5addf081daead1.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/172bcbe967ef4a52.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/1815c741995f3a81.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/1a5dad4af45b2c2f.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/2549bd8f1ea4b5f0.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/2e1e594bc1491a0d.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/320c772a235b0892.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/3dfc72ea1790e4b5.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/42702975ac03f4cd.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/46913886e1d11b65.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/52791390dce9451b.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/563215b4d895f7f1.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/5b264feffe5fc031.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/5da714815b992f15.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/6032e096e105956f.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/621294cb198702f5.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/68bcbaf6f395b64b.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/6adee17db845b4f9.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/6d2853e926b670f2.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/73a348195216747d.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/7fb1399a550e5849.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/847e659c6231dc7d.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/8579c5b2b25e0bc6.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/86e81d48a285e1bc.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/874869042b9362e7.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/875fa16b53d9ec83.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
06_PostProduction_Assets/Manim_Animations/output/texts/8d7349666d51bec2.svg,Image,Animation - Text SVG,Manim text SVG - rendered text element for animation (intermediate file),.svg,1
